Va,Vb,Vc,Ia,Ib,Ic,fault_type,cascade_severity,sections_affected,blackout_risk
-27.8,9458.6,-9450.8,526.6,497.5,472.4,NO,0,0,0
3.3,9611.0,-9549.7,2593.6,516.6,491.3,LG,1,1,0
-0.6,9472.9,-9555.2,2667.3,541.1,497.7,LG,1,1,0
0.8,947.9,-9454.5,3058.5,2427.2,459.3,LLG,3,3,0
-29.2,9523.0,-9564.4,513.7,518.8,482.5,NO,0,0,0
-0.8,2878.5,-9569.6,1937.8,1962.0,468.4,LL,2,2,0
-26.4,2867.4,-9492.8,1946.9,1871.2,537.3,LL,2,2,0
-14.3,9473.2,-9558.8,524.7,504.9,529.9,NO,0,0,0
-45.4,9531.8,-9551.9,474.4,490.4,494.8,NO,0,0,0
-30.8,9504.8,-9526.5,485.0,475.1,487.9,NO,0,0,0
-41.3,9530.5,-9537.1,528.9,536.6,451.6,NO,0,0,0
10.0,9492.3,-9552.6,538.5,513.0,487.1,NO,0,0,0
-11.4,2859.0,-9538.6,1976.8,1882.1,495.0,LL,2,2,0
-0.1,956.5,-9543.0,2922.1,2551.2,495.3,LLG,3,3,0
-0.1,474.1,-477.8,4001.4,3765.1,3954.5,LLL,4,4,1
-0.4,476.4,-475.3,3869.7,4060.5,3971.2,LLL,4,4,1
-14.0,9544.5,-9576.9,462.2,490.8,517.4,NO,0,0,0
-1.8,474.5,-481.1,4007.8,4032.3,3738.3,LLL,4,4,1
55.6,9555.3,-9476.0,509.2,489.7,493.8,NO,0,0,0
16.2,2864.3,-9531.2,2059.8,1987.9,504.9,LL,2,2,0
-1.8,9603.2,-9549.2,2471.0,474.3,526.9,LG,1,1,0
-6.5,949.5,-9497.4,3268.3,2551.6,522.7,LLG,3,3,0
0.2,2852.1,-9566.4,2083.8,1987.9,494.7,LL,2,2,0
-4.3,2872.0,-9521.0,2020.0,1913.5,472.9,LL,2,2,0
4.6,9519.6,-9560.1,2666.4,536.8,562.2,LG,1,1,0
-3.1,472.9,-475.7,3997.2,4068.4,4094.1,LLL,4,4,1
-0.4,9501.8,-9513.3,2443.9,483.1,469.0,LG,1,1,0
10.3,950.8,-9504.7,3176.4,2461.7,495.1,LLG,3,3,0
3.5,2869.9,-9575.1,2123.5,2100.1,488.8,LL,2,2,0
0.2,94.9,-95.8,4994.0,4902.1,5147.9,LLLG,5,5,1
1.2,470.2,-477.7,4025.9,3946.0,3747.2,LLL,4,4,1
-5.7,474.3,-479.6,4074.4,3930.4,3922.3,LLL,4,4,1
-6.7,957.2,-9504.4,3050.9,2508.3,479.0,LLG,3,3,0
0.4,474.9,-473.7,3979.2,3919.8,4053.9,LLL,4,4,1
-4.4,958.2,-9448.4,3178.2,2498.6,478.7,LLG,3,3,0
34.0,9436.8,-9535.8,520.3,510.1,518.2,NO,0,0,0
-0.5,96.3,-95.2,5190.9,5084.3,5034.9,LLLG,5,5,1
-14.4,2842.9,-9535.8,2013.2,2002.0,468.1,LL,2,2,0
3.2,478.3,-479.4,3805.7,3781.2,4257.9,LLL,4,4,1
3.1,959.9,-9544.8,3212.8,2300.1,523.5,LLG,3,3,0
73.7,9524.0,-9525.9,483.9,515.8,485.8,NO,0,0,0
14.3,9582.7,-9503.0,518.5,501.7,462.5,NO,0,0,0
-0.5,96.0,-95.9,4641.7,5095.4,5261.7,LLLG,5,5,1
28.8,2862.1,-9512.2,2029.0,2028.3,515.7,LL,2,2,0
107.7,9524.8,-9543.0,518.8,520.7,522.0,NO,0,0,0
6.5,955.3,-9559.0,2981.4,2437.0,551.3,LLG,3,3,0
0.2,95.3,-95.7,4847.7,5055.8,5046.0,LLLG,5,5,1
-1.0,954.3,-9515.3,3388.3,2446.5,496.9,LLG,3,3,0
5.4,945.6,-9485.2,2928.8,2365.8,494.7,LLG,3,3,0
1.0,94.7,-95.8,5004.8,5368.0,4856.6,LLLG,5,5,1
11.2,9470.2,-9580.6,470.3,525.2,478.8,NO,0,0,0
3.9,476.7,-472.5,3756.3,3695.4,3866.8,LLL,4,4,1
-3.9,2851.7,-9534.1,2108.2,1921.8,499.8,LL,2,2,0
0.0,475.0,-476.1,4104.5,4227.5,3939.3,LLL,4,4,1
34.2,2847.5,-9547.5,2040.9,2120.0,514.3,LL,2,2,0
0.2,9560.1,-9469.6,2543.0,492.3,474.6,LG,1,1,0
9.4,952.8,-9552.7,3073.6,2514.9,508.9,LLG,3,3,0
-0.3,95.1,-94.8,5182.7,4841.5,4982.4,LLLG,5,5,1
-2.4,477.5,-474.5,3744.8,3895.8,3949.1,LLL,4,4,1
74.3,9528.4,-9648.9,477.8,510.6,505.3,NO,0,0,0
6.5,478.3,-476.0,3865.1,3930.7,3902.9,LLL,4,4,1
1.8,9495.0,-9519.6,2367.6,454.5,475.2,LG,1,1,0
0.1,956.2,-9506.2,3068.7,2383.6,484.8,LLG,3,3,0
-65.3,9519.8,-9621.9,496.6,509.9,485.4,NO,0,0,0
1.1,9465.7,-9653.4,2583.3,520.1,468.5,LG,1,1,0
-1.4,9475.8,-9548.0,2357.7,549.5,460.9,LG,1,1,0
-1.4,475.1,-479.7,3719.0,3882.8,4048.7,LLL,4,4,1
2.7,2866.2,-9541.8,1995.1,1943.9,468.0,LL,2,2,0
-3.0,9481.1,-9605.6,492.0,525.1,522.6,NO,0,0,0
-1.5,478.6,-478.3,4195.5,3759.6,3942.9,LLL,4,4,1
-1.1,473.5,-476.8,3831.4,3922.1,3993.1,LLL,4,4,1
3.7,952.3,-9571.4,3180.1,2575.9,483.4,LLG,3,3,0
17.4,2866.2,-9431.5,2126.6,1985.4,522.8,LL,2,2,0
10.1,2857.7,-9486.1,1938.1,1826.4,506.8,LL,2,2,0
1.2,952.9,-9518.7,3144.4,2375.4,496.3,LLG,3,3,0
1.0,9514.6,-9584.6,2556.3,489.5,487.4,LG,1,1,0
7.4,2848.9,-9547.7,2133.6,1965.0,500.9,LL,2,2,0
22.1,9485.3,-9488.8,500.6,501.6,458.3,NO,0,0,0
-60.9,9543.9,-9628.9,525.3,511.4,504.7,NO,0,0,0
-4.2,952.9,-9503.5,3098.8,2624.9,498.9,LLG,3,3,0
-0.5,95.6,-94.6,4663.8,4755.7,4595.2,LLLG,5,5,1
0.4,9570.8,-9561.6,2525.7,511.5,513.9,LG,1,1,0
-0.1,94.8,-95.4,4888.8,5028.5,5193.3,LLLG,5,5,1
-10.2,9572.4,-9522.4,2427.9,523.8,521.3,LG,1,1,0
-1.7,9469.9,-9530.6,2628.2,514.2,496.9,LG,1,1,0
0.7,950.6,-9468.4,2897.1,2477.5,496.8,LLG,3,3,0
10.8,2869.6,-9620.7,2101.6,2042.2,502.4,LL,2,2,0
0.3,96.0,-95.1,4463.7,4925.7,4831.6,LLLG,5,5,1
1.4,473.8,-478.9,3890.4,4290.3,4232.9,LLL,4,4,1
-4.6,477.0,-476.0,4027.0,4003.4,4010.8,LLL,4,4,1
0.3,95.7,-96.1,5238.5,4923.2,5051.3,LLLG,5,5,1
37.1,9492.0,-9571.8,532.0,493.7,509.4,NO,0,0,0
-26.6,9553.8,-9597.0,498.0,543.5,512.2,NO,0,0,0
2.2,473.1,-477.3,4315.9,4085.9,3837.3,LLL,4,4,1
-1.6,9470.4,-9505.7,2522.6,496.6,546.9,LG,1,1,0
-5.3,9502.7,-9551.5,2364.8,513.8,514.0,LG,1,1,0
21.1,9536.9,-9448.7,466.2,507.7,514.2,NO,0,0,0
30.5,9483.5,-9509.3,512.7,505.6,473.7,NO,0,0,0
2.0,9523.6,-9550.5,2386.1,496.6,513.1,LG,1,1,0
-88.3,9577.6,-9553.8,540.7,526.0,502.3,NO,0,0,0
2.4,9541.5,-9540.9,2543.1,507.2,513.8,LG,1,1,0
-2.5,952.6,-9653.5,3078.7,2381.0,494.3,LLG,3,3,0
-32.2,9525.4,-9453.9,544.4,545.6,499.0,NO,0,0,0
0.4,95.3,-95.1,5302.9,4902.2,4678.0,LLLG,5,5,1
-0.4,475.2,-476.4,3966.6,4159.8,3992.5,LLL,4,4,1
0.4,94.7,-95.0,4956.3,5111.9,5169.0,LLLG,5,5,1
-1.4,951.8,-9489.3,3068.4,2386.5,540.1,LLG,3,3,0
17.2,9503.1,-9425.5,510.8,483.2,500.4,NO,0,0,0
8.6,9501.0,-9535.2,2584.8,480.6,508.6,LG,1,1,0
-10.6,2873.3,-9584.0,1986.8,2006.6,513.6,LL,2,2,0
29.3,9593.3,-9439.3,512.6,475.7,512.2,NO,0,0,0
19.8,2849.8,-9519.5,2075.3,2023.0,507.9,LL,2,2,0
-40.8,9516.6,-9494.4,466.8,515.6,499.5,NO,0,0,0
4.7,951.6,-9574.3,3031.6,2584.0,481.8,LLG,3,3,0
-41.6,9546.9,-9505.4,511.1,504.0,505.6,NO,0,0,0
-5.3,9609.6,-9529.2,2637.2,503.4,521.0,LG,1,1,0
56.1,9521.1,-9574.6,516.3,517.0,508.9,NO,0,0,0
-3.9,2858.9,-9583.9,2053.8,1964.7,491.3,LL,2,2,0
92.5,9542.9,-9575.0,494.9,484.5,515.2,NO,0,0,0
0.5,95.2,-95.5,4772.6,5269.1,5227.9,LLLG,5,5,1
14.3,2856.5,-9486.7,1990.8,2034.5,514.2,LL,2,2,0
-12.1,2853.7,-9550.6,1971.3,1944.1,544.7,LL,2,2,0
-48.6,9485.3,-9490.6,489.3,499.5,465.0,NO,0,0,0
-47.0,2857.0,-9549.9,1936.6,1957.6,490.3,LL,2,2,0
1.8,9552.7,-9475.7,2678.0,493.2,472.8,LG,1,1,0
19.2,9474.7,-9519.3,509.3,490.2,497.6,NO,0,0,0
-0.2,472.3,-478.6,3832.7,4007.4,4000.0,LLL,4,4,1
1.7,2854.9,-9570.3,2121.5,1931.2,441.6,LL,2,2,0
0.2,953.2,-9421.8,3033.7,2584.3,508.8,LLG,3,3,0
64.2,9509.3,-9451.2,489.5,523.0,488.0,NO,0,0,0
26.4,2835.8,-9547.6,1947.5,1745.3,531.4,LL,2,2,0
0.6,475.9,-483.9,4123.6,3946.4,3836.3,LLL,4,4,1
0.6,476.6,-471.4,4017.7,4006.6,4004.0,LLL,4,4,1
-0.9,96.1,-95.2,4900.2,4954.9,5052.7,LLLG,5,5,1
30.3,9571.8,-9529.6,469.8,500.3,506.9,NO,0,0,0
-1.2,475.0,-476.1,4097.0,3963.3,3899.8,LLL,4,4,1
-43.1,9615.3,-9430.9,501.4,515.4,497.9,NO,0,0,0
30.3,2854.8,-9533.4,1869.0,2040.3,508.6,LL,2,2,0
57.9,9554.7,-9539.3,505.5,497.6,481.4,NO,0,0,0
16.9,2872.6,-9563.2,2094.9,1922.3,493.9,LL,2,2,0
-0.8,946.4,-9521.8,3003.0,2581.0,510.2,LLG,3,3,0
-1.9,474.4,-475.4,4085.3,3969.7,4222.3,LLL,4,4,1
2.1,477.2,-479.4,3912.8,4100.4,4012.3,LLL,4,4,1
0.3,478.9,-476.0,3768.7,4028.4,4218.4,LLL,4,4,1
-3.6,949.5,-9618.2,3074.0,2380.6,480.0,LLG,3,3,0
0.4,472.4,-477.5,3888.4,3723.1,4081.7,LLL,4,4,1
-3.9,9480.5,-9523.3,2509.8,502.5,497.7,LG,1,1,0
15.6,9422.7,-9401.6,461.7,496.3,488.8,NO,0,0,0
9.2,2847.9,-9619.8,2088.6,1892.0,506.9,LL,2,2,0
-3.0,478.7,-478.1,4053.0,3953.7,3703.0,LLL,4,4,1
3.0,9629.2,-9638.7,2391.6,477.9,495.3,LG,1,1,0
6.0,942.1,-9583.4,2862.7,2607.4,471.3,LLG,3,3,0
-42.4,9545.7,-9527.7,495.6,475.1,471.2,NO,0,0,0
-0.0,478.2,-476.8,3887.8,4055.9,4067.4,LLL,4,4,1
149.4,9531.6,-9533.6,502.6,515.1,502.0,NO,0,0,0
9.9,953.2,-9597.3,3108.4,2401.8,484.9,LLG,3,3,0
-1.3,476.6,-472.4,3910.6,3768.1,3672.5,LLL,4,4,1
-0.6,479.8,-474.9,4160.4,3838.8,3922.5,LLL,4,4,1
0.5,474.9,-471.9,4260.5,3777.1,3933.3,LLL,4,4,1
-15.4,9496.9,-9483.1,532.1,504.0,495.9,NO,0,0,0
8.7,2912.3,-9455.3,1969.7,1911.1,476.2,LL,2,2,0
-23.7,9529.6,-9537.8,491.3,492.1,494.3,NO,0,0,0
0.3,473.3,-471.0,3976.9,3967.5,3922.2,LLL,4,4,1
23.5,9463.8,-9493.1,487.0,523.9,480.6,NO,0,0,0
0.7,95.3,-94.7,5317.6,5104.8,5178.0,LLLG,5,5,1
-3.0,476.1,-476.3,3510.4,4232.9,4068.0,LLL,4,4,1
1.1,476.6,-477.4,3967.1,3657.8,3889.0,LLL,4,4,1
-12.0,9619.2,-9568.9,536.6,502.8,510.3,NO,0,0,0
-6.7,9529.1,-9499.0,2635.6,491.7,536.0,LG,1,1,0
-0.4,474.8,-477.3,4047.0,3985.2,4270.8,LLL,4,4,1
28.2,9599.1,-9526.7,464.8,502.0,514.5,NO,0,0,0
2.1,479.3,-475.0,3904.5,3977.3,3907.0,LLL,4,4,1
0.7,2877.8,-9526.5,2025.8,2090.5,513.5,LL,2,2,0
25.9,9520.4,-9493.0,553.4,520.3,499.7,NO,0,0,0
-4.2,9519.5,-9607.6,2505.6,498.7,511.3,LG,1,1,0
26.2,9536.6,-9572.2,507.5,501.3,512.4,NO,0,0,0
-0.6,95.2,-94.8,4928.2,5345.7,5108.7,LLLG,5,5,1
1.0,476.9,-477.6,3885.4,4000.6,3711.4,LLL,4,4,1
-39.7,9565.4,-9594.1,451.8,461.7,459.3,NO,0,0,0
0.5,479.2,-479.1,3812.7,4127.6,4149.0,LLL,4,4,1
15.7,9504.1,-9544.2,496.4,478.6,515.5,NO,0,0,0
-18.1,2858.9,-9505.6,2101.1,1930.9,477.1,LL,2,2,0
-0.1,95.4,-95.8,4771.6,4846.4,4497.1,LLLG,5,5,1
-4.1,9594.1,-9570.7,2463.4,508.5,471.4,LG,1,1,0
25.0,9558.4,-9459.4,475.4,500.9,495.5,NO,0,0,0
-4.9,951.4,-9504.5,3075.8,2757.5,485.9,LLG,3,3,0
35.3,9407.9,-9566.3,492.8,516.8,507.7,NO,0,0,0
-18.5,2823.1,-9534.0,2067.9,1935.7,470.1,LL,2,2,0
19.1,9497.7,-9546.4,507.8,500.3,510.4,NO,0,0,0
0.6,95.3,-95.4,4961.2,4761.3,4928.3,LLLG,5,5,1
0.6,95.1,-95.1,4907.6,5206.0,5105.8,LLLG,5,5,1
-11.3,9582.0,-9480.0,544.3,496.4,467.5,NO,0,0,0
-18.5,2853.5,-9536.4,1877.3,1910.2,484.5,LL,2,2,0
5.1,2850.9,-9515.2,1908.5,2142.0,519.0,LL,2,2,0
-92.0,9467.6,-9573.4,516.8,509.5,469.1,NO,0,0,0
-3.4,9563.3,-9606.9,499.5,480.7,515.5,NO,0,0,0
4.3,475.7,-474.8,3985.5,4064.6,3926.7,LLL,4,4,1
-0.9,9516.9,-9580.7,2668.0,527.2,546.1,LG,1,1,0
0.6,94.8,-95.2,4905.9,5030.4,4934.9,LLLG,5,5,1
8.4,2819.5,-9452.9,2109.2,2038.1,496.1,LL,2,2,0
-22.8,9534.9,-9483.7,525.0,480.9,503.3,NO,0,0,0
2.7,955.8,-9546.6,3001.3,2529.9,501.7,LLG,3,3,0
-23.1,9549.8,-9444.0,530.6,470.4,495.7,NO,0,0,0
91.9,9488.7,-9487.6,494.3,508.9,529.6,NO,0,0,0
4.2,9583.8,-9493.0,2567.2,543.6,498.7,LG,1,1,0
0.2,476.2,-481.6,3980.7,4005.8,3789.8,LLL,4,4,1
-3.2,9593.0,-9487.0,2403.7,452.7,493.0,LG,1,1,0
-0.3,475.3,-475.1,3709.6,3690.8,4025.4,LLL,4,4,1
-10.1,9493.2,-9494.7,2399.2,486.3,523.3,LG,1,1,0
0.6,96.3,-94.6,4953.3,5037.3,4747.1,LLLG,5,5,1
31.2,9591.6,-9602.6,468.2,505.5,524.8,NO,0,0,0
-13.1,2837.1,-9433.8,1939.6,1959.5,478.2,LL,2,2,0
0.3,94.7,-96.4,4997.0,5195.9,5075.3,LLLG,5,5,1
0.8,960.0,-9493.6,3004.7,2464.6,527.5,LLG,3,3,0
0.2,94.9,-95.2,4959.7,4815.1,5385.2,LLLG,5,5,1
-3.7,9449.9,-9553.5,544.5,488.5,517.9,NO,0,0,0
0.0,949.5,-9420.8,3008.8,2592.1,513.0,LLG,3,3,0
6.0,950.8,-9443.0,3022.8,2504.2,490.7,LLG,3,3,0
9.5,948.3,-9514.4,2927.3,2418.8,514.7,LLG,3,3,0
-1.1,962.3,-9501.4,2974.0,2475.5,451.4,LLG,3,3,0
-2.9,474.8,-472.2,3924.4,3921.2,3979.5,LLL,4,4,1
-8.1,9544.0,-9488.2,2445.4,491.4,492.6,LG,1,1,0
-2.8,938.1,-9494.6,3043.5,2535.8,464.0,LLG,3,3,0
-14.3,9577.4,-9394.2,500.4,472.2,501.4,NO,0,0,0
-3.5,9563.5,-9596.3,2429.4,475.1,515.9,LG,1,1,0
25.0,9529.8,-9490.5,539.9,457.7,494.7,NO,0,0,0
0.9,959.7,-9518.7,3285.6,2408.8,513.2,LLG,3,3,0
-1.3,474.5,-479.3,3531.3,4007.1,4107.9,LLL,4,4,1
-5.6,2836.5,-9476.0,2074.7,1963.1,487.8,LL,2,2,0
-0.3,956.9,-9540.0,2898.9,2511.5,471.2,LLG,3,3,0
-5.0,473.9,-476.4,3837.9,4083.6,4077.3,LLL,4,4,1
4.4,9452.1,-9595.1,2577.3,527.7,495.9,LG,1,1,0
-0.4,95.4,-95.0,5273.4,4846.0,4953.2,LLLG,5,5,1
32.8,9510.5,-9490.3,456.0,509.7,535.2,NO,0,0,0
-2.5,9536.9,-9467.2,2424.8,459.2,516.7,LG,1,1,0
6.3,2852.2,-9568.5,1941.1,1911.5,468.7,LL,2,2,0
5.0,9490.9,-9567.3,2449.6,489.5,477.9,LG,1,1,0
6.7,9534.4,-9501.5,2518.1,509.1,473.4,LG,1,1,0
-0.3,95.3,-95.3,4819.8,4939.8,5051.9,LLLG,5,5,1
1.8,9482.1,-9513.9,2586.5,495.9,498.0,LG,1,1,0
-0.1,94.6,-95.4,4842.6,5108.1,4775.5,LLLG,5,5,1
-64.9,9527.7,-9551.8,485.8,475.6,512.8,NO,0,0,0
-0.2,95.1,-95.7,4767.3,5079.4,5121.4,LLLG,5,5,1
4.5,475.0,-480.5,4067.0,4127.5,4144.3,LLL,4,4,1
11.4,9516.5,-9445.7,518.4,498.4,518.0,NO,0,0,0
-96.1,9534.8,-9573.5,454.0,491.2,473.2,NO,0,0,0
0.4,2857.1,-9609.2,2078.5,1939.8,526.4,LL,2,2,0
4.8,945.6,-9558.5,2969.4,2366.1,490.9,LLG,3,3,0
-58.5,9504.0,-9632.2,510.9,522.7,480.5,NO,0,0,0
0.3,94.4,-94.2,5311.9,4979.5,4911.6,LLLG,5,5,1
-40.3,9602.8,-9590.3,501.8,499.2,500.6,NO,0,0,0
23.7,9585.8,-9529.6,538.9,534.0,488.7,NO,0,0,0
-3.7,947.9,-9505.4,3033.6,2630.6,493.6,LLG,3,3,0
0.3,95.5,-94.7,4799.7,4857.7,5046.0,LLLG,5,5,1
-55.9,9442.9,-9594.6,494.6,501.7,513.9,NO,0,0,0
-0.1,96.0,-95.1,5056.8,5078.1,5235.2,LLLG,5,5,1
4.2,956.5,-9436.6,3105.2,2500.0,492.0,LLG,3,3,0
-1.1,472.3,-477.4,4038.7,4159.3,3866.4,LLL,4,4,1
-0.8,477.2,-474.6,4122.2,4120.0,4186.3,LLL,4,4,1
-0.2,95.2,-95.4,4887.6,5019.6,4753.7,LLLG,5,5,1
2.3,957.8,-9468.7,3086.1,2457.1,510.0,LLG,3,3,0
0.8,476.2,-476.1,4038.9,3905.7,4042.7,LLL,4,4,1
-3.2,9466.4,-9463.2,2433.8,508.6,480.3,LG,1,1,0
0.7,476.4,-473.2,3990.5,4095.3,3961.0,LLL,4,4,1
-18.7,2874.1,-9543.9,2041.8,1896.4,514.9,LL,2,2,0
71.5,9484.6,-9545.7,521.0,520.5,501.3,NO,0,0,0
-36.3,9498.5,-9527.2,518.9,502.3,513.5,NO,0,0,0
-9.2,9561.7,-9537.6,501.5,496.5,475.3,NO,0,0,0
-18.2,9514.9,-9519.3,499.5,495.7,490.9,NO,0,0,0
-0.8,475.1,-474.6,4144.3,3922.7,4100.2,LLL,4,4,1
1.9,472.8,-476.2,4172.2,3997.7,3924.3,LLL,4,4,1
-2.9,9484.5,-9397.0,514.5,525.6,492.7,NO,0,0,0
57.3,9526.5,-9534.5,495.1,494.2,498.4,NO,0,0,0
-0.5,9533.5,-9428.3,2633.4,482.7,473.4,LG,1,1,0
29.6,9528.4,-9606.9,487.0,544.8,510.7,NO,0,0,0
3.1,9561.2,-9585.3,2627.5,500.0,469.0,LG,1,1,0
1.5,480.1,-477.5,4136.4,4033.8,4012.1,LLL,4,4,1
42.4,9516.0,-9468.6,531.9,498.2,483.9,NO,0,0,0
4.3,472.0,-476.3,3982.9,4101.4,4004.7,LLL,4,4,1
-24.5,9587.8,-9504.2,488.3,501.2,489.4,NO,0,0,0
-39.1,9468.4,-9475.0,518.6,502.0,504.4,NO,0,0,0
-42.5,9509.9,-9573.6,474.8,471.9,498.7,NO,0,0,0
31.0,2867.0,-9540.5,2070.1,1909.4,476.6,LL,2,2,0
52.4,9427.2,-9577.8,560.3,499.1,474.8,NO,0,0,0
0.5,477.3,-477.0,4128.3,4000.6,4059.4,LLL,4,4,1
-1.8,474.6,-474.6,3785.3,3927.7,4113.6,LLL,4,4,1
61.1,9521.3,-9528.4,495.2,538.6,511.4,NO,0,0,0
24.8,9512.9,-9499.5,495.7,512.3,523.5,NO,0,0,0
4.7,476.9,-475.9,4203.4,3939.2,4196.2,LLL,4,4,1
-0.2,478.5,-477.2,3853.8,3897.0,3907.5,LLL,4,4,1
-0.6,476.1,-477.7,3788.9,4027.8,3938.2,LLL,4,4,1
-11.7,2878.1,-9550.6,1917.5,1895.2,509.9,LL,2,2,0
6.7,9515.3,-9573.3,2537.0,500.8,502.3,LG,1,1,0
-11.9,2850.2,-9494.0,2153.8,2024.4,502.0,LL,2,2,0
-0.1,94.9,-94.9,5187.1,4772.9,5648.0,LLLG,5,5,1
-49.1,9451.3,-9486.6,519.4,494.3,517.2,NO,0,0,0
0.1,94.8,-94.7,4999.1,5132.7,4851.7,LLLG,5,5,1
0.0,94.8,-96.3,5182.5,5019.9,5063.3,LLLG,5,5,1
9.2,943.7,-9467.8,3054.8,2431.4,499.2,LLG,3,3,0
71.7,9577.8,-9527.0,499.7,494.2,477.2,NO,0,0,0
2.5,475.6,-473.8,4184.4,4125.9,3929.8,LLL,4,4,1
4.4,2859.0,-9512.0,2115.0,1902.9,510.1,LL,2,2,0
30.2,9594.1,-9529.6,497.4,517.8,496.2,NO,0,0,0
-14.5,2854.6,-9511.8,2000.6,2119.9,515.2,LL,2,2,0
1.3,477.6,-475.0,4123.4,4164.4,3968.1,LLL,4,4,1
-17.4,9581.7,-9478.2,542.1,493.6,513.8,NO,0,0,0
38.4,9552.5,-9555.1,490.6,497.8,512.9,NO,0,0,0
2.0,9474.9,-9446.5,2526.3,505.5,513.2,LG,1,1,0
-44.9,9478.7,-9545.2,505.3,514.0,496.5,NO,0,0,0
0.7,95.3,-95.6,4839.3,5100.9,4926.7,LLLG,5,5,1
-51.7,9512.9,-9480.9,480.8,503.2,528.6,NO,0,0,0
33.5,9568.1,-9534.7,519.8,481.9,489.2,NO,0,0,0
3.8,948.6,-9528.1,2822.0,2420.5,497.4,LLG,3,3,0
-18.8,2855.0,-9567.3,2048.4,2117.4,489.0,LL,2,2,0
9.3,2867.1,-9520.9,2142.1,1867.0,540.3,LL,2,2,0
-7.2,9649.9,-9513.6,2590.3,514.1,495.0,LG,1,1,0
-10.0,2854.9,-9546.5,2042.1,1966.3,520.2,LL,2,2,0
-2.9,475.5,-478.8,3936.9,3892.7,4193.0,LLL,4,4,1
26.3,2841.0,-9622.2,2033.3,2031.5,482.7,LL,2,2,0
-9.7,958.7,-9594.0,2780.4,2638.5,528.1,LLG,3,3,0
-7.4,953.3,-9469.2,2969.3,2613.4,462.5,LLG,3,3,0
-16.6,9519.6,-9626.2,482.2,502.4,504.3,NO,0,0,0
53.3,9567.6,-9560.6,534.0,509.0,503.3,NO,0,0,0
8.5,9396.3,-9421.9,493.9,496.9,487.5,NO,0,0,0
-9.5,9517.3,-9576.3,2530.4,512.9,504.9,LG,1,1,0
8.4,2838.6,-9575.1,1924.8,2036.7,513.0,LL,2,2,0
0.3,477.1,-474.4,4112.5,3682.2,4057.7,LLL,4,4,1
-3.0,472.5,-479.8,4306.3,4048.0,3955.0,LLL,4,4,1
-1.2,953.3,-9471.3,2982.2,2474.3,526.9,LLG,3,3,0
6.9,2850.6,-9497.9,2136.4,1981.0,513.9,LL,2,2,0
1.5,9442.8,-9495.5,2486.0,496.3,499.1,LG,1,1,0
11.1,9480.6,-9596.2,524.3,492.8,513.5,NO,0,0,0
12.0,2848.7,-9602.4,2026.4,1953.4,508.3,LL,2,2,0
0.3,95.2,-95.7,5020.3,4657.8,4795.1,LLLG,5,5,1
-1.5,477.0,-476.5,4131.9,4130.0,4040.6,LLL,4,4,1
27.8,9497.6,-9587.2,485.6,476.6,483.7,NO,0,0,0
23.7,2852.3,-9499.6,2088.8,1991.4,494.7,LL,2,2,0
-12.1,2860.8,-9496.6,1891.7,2031.8,478.3,LL,2,2,0
9.9,9624.0,-9543.6,483.2,486.3,524.5,NO,0,0,0
-1.8,475.8,-475.1,4014.6,4297.1,3712.6,LLL,4,4,1
73.3,9534.8,-9570.0,540.8,490.3,473.3,NO,0,0,0
8.1,950.5,-9463.1,3020.7,2433.3,494.9,LLG,3,3,0
1.3,952.0,-9508.6,2936.8,2405.9,487.8,LLG,3,3,0
0.2,94.4,-96.1,5175.2,4857.6,5157.8,LLLG,5,5,1
-14.5,951.2,-9409.0,2992.1,2258.3,477.4,LLG,3,3,0
1.0,476.8,-475.8,4097.5,4154.9,4011.1,LLL,4,4,1
2.1,2868.6,-9532.1,2116.8,2006.8,537.7,LL,2,2,0
-4.8,478.9,-474.0,3978.2,3796.6,4157.1,LLL,4,4,1
2.6,475.6,-477.2,4145.7,3887.5,4068.8,LLL,4,4,1
-15.1,951.1,-9541.3,2932.8,2531.4,510.2,LLG,3,3,0
-0.5,475.2,-471.4,4242.1,4270.8,4138.3,LLL,4,4,1
-0.8,476.2,-478.5,3974.3,3924.9,3998.3,LLL,4,4,1
-67.6,9575.2,-9531.5,524.1,432.6,504.7,NO,0,0,0
4.5,2850.0,-9517.7,2159.2,2117.3,488.2,LL,2,2,0
-10.9,9466.8,-9528.9,500.8,502.5,506.8,NO,0,0,0
-2.2,473.1,-476.8,3785.6,4140.8,4129.2,LLL,4,4,1
0.5,94.1,-95.4,5108.7,4787.1,5204.2,LLLG,5,5,1
1.0,9485.9,-9507.1,2434.5,470.9,529.0,LG,1,1,0
5.1,2864.8,-9534.3,1956.7,2007.5,500.0,LL,2,2,0
-0.9,478.6,-475.7,4221.7,4000.5,4133.3,LLL,4,4,1
-0.7,945.1,-9432.7,2913.5,2408.6,468.5,LLG,3,3,0
19.1,9533.7,-9542.8,511.3,497.5,477.7,NO,0,0,0
28.8,2886.7,-9452.4,1924.6,2017.1,483.9,LL,2,2,0
84.5,9548.1,-9507.0,483.6,488.4,497.5,NO,0,0,0
1.2,477.0,-479.7,3844.4,3919.9,3830.1,LLL,4,4,1
-0.9,95.0,-95.7,4783.6,5132.5,4944.0,LLLG,5,5,1
-0.1,951.5,-9509.5,3222.3,2512.1,548.3,LLG,3,3,0
7.3,2860.5,-9516.9,2026.6,2042.4,500.0,LL,2,2,0
