temperature,vacuum,pressure,humidity,power_output,brush_stress,high_stress
3.6,72.1,998.97,77.0,505.94,0.375,0
31.1,62.7,1018.03,68.4,456.27,0.738,1
8.0,38.2,994.38,77.1,501.11,0.432,0
23.7,40.1,1013.4,53.5,476.91,0.557,0
15.6,78.0,1013.43,37.0,485.66,0.385,0
16.9,44.0,1008.15,61.6,494.43,0.48,0
9.0,68.3,998.62,26.5,500.23,0.243,0
13.8,40.2,999.82,77.5,488.61,0.522,0
28.8,66.3,1026.67,80.6,453.94,0.766,1
31.2,46.1,1001.78,31.6,463.47,0.577,0
19.9,50.9,996.67,53.6,480.22,0.508,0
6.4,36.0,1022.0,28.2,516.48,0.189,0
11.7,76.1,1001.94,75.9,484.3,0.501,0
31.0,72.7,996.02,98.4,448.45,0.872,1
25.6,38.1,1030.21,93.9,459.86,0.773,1
2.5,36.2,1009.74,28.4,518.52,0.143,0
7.0,61.9,1031.72,42.6,502.52,0.281,0
2.8,44.1,994.96,89.5,511.44,0.405,0
3.9,33.3,1023.39,82.7,516.18,0.381,0
3.7,74.2,1028.66,81.4,502.76,0.4,0
11.9,74.4,1006.55,85.8,483.7,0.545,0
36.2,41.8,1026.14,67.7,446.55,0.809,1
36.1,64.0,1008.46,78.0,446.66,0.849,1
35.6,62.4,1028.52,38.2,448.15,0.682,1
27.8,69.6,1010.88,82.5,458.33,0.754,1
19.2,65.6,1012.69,37.9,476.48,0.446,0
14.5,35.1,1003.25,75.2,485.73,0.527,0
36.8,75.4,1032.0,53.1,452.71,0.745,1
2.5,45.5,1026.98,47.1,517.96,0.22,0
15.6,32.5,997.93,45.9,490.43,0.411,0
11.7,27.2,997.08,48.9,509.09,0.344,0
23.1,51.0,1017.66,32.2,477.38,0.463,0
31.0,70.7,1011.67,61.4,453.74,0.713,1
19.0,29.8,1018.59,94.9,474.54,0.676,1
13.9,63.1,999.13,31.8,491.14,0.335,0
6.3,32.6,1008.49,88.8,499.75,0.464,0
27.6,32.5,1027.1,43.4,470.66,0.57,0
22.7,35.9,1000.9,67.7,477.52,0.601,1
15.2,62.1,1029.83,80.9,481.96,0.564,0
30.9,60.2,1027.38,33.1,461.37,0.584,0
24.9,65.4,999.11,57.0,466.17,0.605,1
33.8,73.3,1003.86,35.5,452.48,0.642,1
17.6,77.1,1016.14,37.3,475.38,0.429,0
27.0,32.2,1010.8,83.9,459.44,0.749,1
2.8,45.7,1006.89,77.1,507.4,0.364,0
19.7,41.0,998.92,31.7,485.12,0.41,0
34.7,51.0,1032.54,99.9,445.53,0.924,1
14.0,28.4,1023.68,25.7,497.93,0.298,0
24.6,56.1,1030.02,46.2,470.44,0.55,0
32.5,49.2,1030.06,94.9,450.64,0.87,1
29.1,40.0,994.5,54.1,459.0,0.653,1
18.5,76.7,1014.48,60.4,485.11,0.511,0
28.4,43.8,1011.88,76.6,457.32,0.739,1
18.3,63.2,1022.3,93.9,474.42,0.665,1
24.0,43.4,1010.55,36.4,479.9,0.486,0
12.7,30.5,1008.5,34.1,505.37,0.303,0
19.4,31.2,1010.76,42.8,488.69,0.443,0
19.4,72.2,999.81,58.0,476.13,0.53,0
21.3,81.5,1026.98,88.9,469.36,0.687,1
36.9,67.6,997.11,53.8,440.0,0.774,1
10.3,54.6,1030.76,47.7,497.12,0.348,0
32.6,79.6,995.45,69.0,444.27,0.78,1
35.7,49.3,999.94,38.6,448.6,0.683,1
23.5,27.2,992.19,64.4,471.49,0.609,1
19.7,26.1,1022.66,74.5,485.08,0.581,0
22.7,43.6,1004.94,86.3,472.38,0.686,1
25.4,65.6,1017.28,28.2,473.73,0.48,0
3.9,36.4,1001.44,29.8,518.7,0.164,0
14.7,44.4,1004.61,76.9,491.91,0.523,0
15.0,31.7,1030.06,95.9,487.5,0.611,1
31.4,45.7,1002.12,75.4,453.87,0.773,1
12.9,28.6,1015.31,87.6,496.46,0.538,0
19.7,32.3,1021.84,54.2,485.79,0.498,0
2.1,48.3,1032.86,86.6,517.2,0.375,0
26.9,54.9,1024.32,82.7,462.97,0.735,1
34.4,69.0,1028.79,46.2,444.24,0.708,1
15.7,80.6,1015.6,59.5,483.44,0.481,0
14.6,53.8,1003.31,83.2,485.19,0.56,0
33.0,44.5,1021.12,40.3,452.64,0.653,1
24.7,66.9,1019.52,66.5,466.35,0.64,1
24.5,33.4,1008.57,41.2,481.89,0.506,0
16.3,33.1,1011.37,75.0,488.66,0.539,0
23.2,61.4,1007.23,53.3,466.2,0.572,0
28.5,61.8,1020.98,38.1,458.48,0.584,0
7.8,50.9,1005.53,90.7,500.58,0.486,0
4.2,30.0,1007.67,30.5,517.35,0.172,0
2.8,80.1,999.81,49.6,511.92,0.245,0
24.8,64.1,999.74,49.7,467.43,0.572,0
20.2,70.7,1021.27,59.7,477.96,0.541,0
31.1,55.5,1032.14,90.4,449.99,0.838,1
34.9,80.2,992.73,33.0,442.97,0.663,1
21.4,30.4,1023.23,33.7,484.57,0.437,0
5.9,37.3,1030.17,53.9,513.04,0.293,0
5.4,37.0,1001.76,26.0,515.58,0.171,0
22.3,46.2,995.53,54.2,482.59,0.532,0
32.3,28.1,1008.79,35.6,466.26,0.599,0
5.8,76.4,1011.14,48.3,504.42,0.288,0
5.0,76.7,1016.54,37.8,507.92,0.229,0
33.2,74.2,1007.33,79.2,445.04,0.826,1
32.6,36.9,1016.31,96.0,453.12,0.87,1
12.0,68.4,1023.32,59.8,487.04,0.435,0
9.7,74.3,1013.46,53.9,495.89,0.369,0
4.0,32.6,1029.85,87.4,510.99,0.411,0
28.5,41.8,1006.91,26.8,471.04,0.514,0
24.2,27.9,1027.63,93.6,466.99,0.742,1
34.0,53.5,1011.24,99.0,445.61,0.912,1
30.8,45.0,1018.95,87.7,460.92,0.802,1
17.6,39.2,1006.58,49.2,494.08,0.439,0
28.5,29.8,1008.55,55.2,464.35,0.64,1
31.2,29.1,1002.52,96.4,451.06,0.861,1
11.6,34.5,1008.07,69.0,501.17,0.439,0
25.3,68.8,1013.91,71.3,462.05,0.675,1
20.3,32.2,1020.73,85.0,480.25,0.638,1
12.5,70.1,1011.11,43.7,494.43,0.361,0
29.9,63.7,994.19,30.4,467.62,0.55,0
16.6,76.2,1028.67,57.8,481.69,0.487,0
27.8,74.2,1021.83,90.0,455.57,0.79,1
22.0,62.1,1004.89,77.2,471.58,0.643,1
17.8,56.1,1020.84,93.4,470.01,0.666,1
3.8,64.2,999.73,64.0,513.14,0.311,0
18.7,61.9,1017.03,100.2,472.79,0.697,1
31.5,34.7,993.95,60.2,458.78,0.704,1
28.1,34.5,1027.17,39.3,475.87,0.55,0
22.3,69.4,1025.73,40.6,473.62,0.496,0
3.5,73.7,994.91,54.5,514.92,0.266,0
18.4,76.5,996.26,89.0,469.5,0.656,1
32.0,42.8,1026.3,51.9,459.43,0.675,1
22.9,50.3,1008.32,57.2,475.37,0.566,0
31.5,26.4,994.7,58.0,466.62,0.679,1
4.1,61.4,1032.58,73.5,506.25,0.366,0
8.0,57.6,1026.32,89.0,503.43,0.476,0
26.1,33.8,1011.98,45.7,477.67,0.55,0
18.7,48.6,1022.33,82.3,481.0,0.61,1
5.8,80.7,1016.66,46.0,502.28,0.282,0
13.6,35.8,1007.34,85.6,488.07,0.553,0
21.4,41.2,1026.57,86.6,472.75,0.672,1
34.7,31.2,1007.11,72.2,455.65,0.793,1
32.5,44.3,1028.97,81.3,462.26,0.792,1
20.7,43.9,994.26,93.2,479.63,0.677,1
16.8,52.3,1015.22,85.0,482.88,0.595,0
29.0,80.0,1008.18,60.4,454.28,0.686,1
14.8,75.2,1030.59,46.9,492.17,0.403,0
16.9,68.7,1005.19,94.7,481.23,0.64,1
13.5,60.9,995.84,45.3,491.99,0.383,0
31.4,75.9,1016.76,63.8,455.78,0.723,1
5.9,70.6,997.36,77.4,498.33,0.417,0
33.5,75.9,1022.21,50.2,444.56,0.714,1
4.8,51.6,1028.53,45.4,510.42,0.252,0
18.7,46.0,1026.87,52.1,484.1,0.483,0
29.5,34.2,1017.63,41.2,470.7,0.582,0
31.7,80.7,1016.67,76.4,441.06,0.806,1
36.6,68.5,1016.82,49.7,451.42,0.732,1
16.9,37.3,1018.67,68.2,489.95,0.516,0
16.7,62.7,1006.35,29.7,494.91,0.35,0
21.5,53.2,1016.46,87.2,483.27,0.655,1
5.8,29.4,1002.82,68.1,510.53,0.354,0
22.6,42.7,1023.0,94.8,471.55,0.721,1
13.1,31.8,1010.99,65.5,499.77,0.444,0
27.9,49.6,992.42,27.1,467.05,0.516,0
33.2,74.9,1029.66,54.1,456.89,0.701,1
11.8,44.0,996.45,29.4,502.54,0.28,0
13.9,72.4,1010.98,38.6,488.05,0.369,0
21.9,59.7,1016.57,48.4,476.83,0.517,0
9.1,34.0,1018.6,36.8,510.21,0.265,0
26.4,35.2,1001.23,78.2,467.87,0.703,1
22.3,54.1,1001.24,34.7,480.87,0.459,0
28.9,32.4,1018.79,68.9,473.68,0.68,1
3.4,42.0,1027.33,72.1,518.72,0.327,0
26.2,32.9,1002.57,44.5,472.61,0.556,0
28.8,32.8,1002.1,48.4,467.38,0.611,1
36.8,67.1,1004.78,66.1,438.77,0.824,1
6.4,32.7,1032.94,92.9,507.43,0.466,0
31.6,57.6,1002.88,61.4,455.59,0.716,1
17.1,36.9,1005.36,63.5,495.31,0.489,0
1.8,65.1,1010.66,87.9,505.74,0.4,0
19.6,36.5,1000.92,89.5,480.72,0.649,1
16.2,26.8,993.95,98.5,486.16,0.637,1
22.8,62.1,1029.42,46.4,475.57,0.521,0
12.0,74.0,1032.94,38.5,499.06,0.326,0
28.8,57.0,993.45,59.0,461.75,0.663,1
4.5,52.3,1022.7,42.6,512.17,0.235,0
26.9,57.2,1003.55,56.5,465.81,0.625,1
30.1,54.2,1015.88,96.4,452.31,0.846,1
32.1,56.0,1001.56,72.3,447.19,0.781,1
35.2,54.8,1026.36,41.6,445.59,0.696,1
10.8,66.9,1008.4,72.7,491.31,0.465,0
17.0,47.7,1028.11,57.7,487.7,0.48,0
14.2,42.5,1000.39,79.7,490.71,0.531,0
10.6,54.4,998.17,100.1,489.02,0.576,0
16.4,48.1,998.27,65.9,484.52,0.512,0
6.7,79.6,1029.78,26.9,506.4,0.207,0
30.6,69.0,1031.82,53.6,457.31,0.671,1
17.2,45.0,1030.88,70.7,487.87,0.533,0
8.6,37.3,1015.45,68.2,504.18,0.397,0
32.4,63.8,995.65,97.4,436.97,0.905,1
2.9,35.6,1009.96,64.0,518.08,0.291,0
31.2,75.3,1027.78,40.1,462.66,0.612,1
6.6,71.6,1017.06,28.3,511.16,0.202,0
19.1,56.0,1024.77,69.7,476.68,0.572,0
8.3,66.9,1014.1,30.6,504.88,0.243,0
4.6,51.7,1007.09,38.7,507.33,0.23,0
35.5,47.5,1025.39,94.8,449.28,0.905,1
30.2,28.0,1005.34,26.6,473.91,0.524,0
18.0,76.1,1008.87,80.3,473.17,0.61,1
29.2,66.7,1001.14,58.6,456.06,0.678,1
31.2,65.4,1032.92,63.5,453.59,0.724,1
26.1,48.4,1028.8,54.6,474.66,0.592,0
33.9,35.6,1004.89,55.0,458.81,0.709,1
15.5,30.0,1015.82,39.1,497.78,0.369,0
11.8,53.8,1008.34,58.6,509.54,0.383,0
28.7,42.4,1013.83,99.8,452.1,0.845,1
32.8,30.7,1016.26,69.0,458.6,0.754,1
30.1,53.8,1027.19,27.7,466.76,0.542,0
15.5,34.5,1001.51,48.0,496.12,0.407,0
13.0,62.9,1030.55,76.2,493.27,0.498,0
9.8,71.4,1030.4,63.0,492.88,0.413,0
35.7,27.6,1008.91,80.6,458.09,0.832,1
15.5,47.1,1006.37,82.0,488.69,0.559,0
8.1,81.2,1001.94,92.3,485.93,0.525,0
4.8,41.6,1020.05,25.7,526.4,0.142,0
5.3,68.4,1016.8,67.4,505.45,0.356,0
25.2,63.4,997.65,48.5,469.84,0.566,0
25.9,30.2,1030.57,44.2,484.03,0.529,0
29.0,74.2,992.2,91.7,449.16,0.822,1
20.5,53.5,1023.9,48.6,479.04,0.498,0
33.1,44.9,1015.56,51.8,456.32,0.693,1
15.1,36.4,1032.27,31.2,494.8,0.339,0
5.2,50.2,1017.97,54.8,512.02,0.292,0
10.6,45.3,1002.33,51.3,490.57,0.379,0
2.9,59.3,1030.61,65.0,518.3,0.294,0
14.6,37.2,1011.62,85.3,487.0,0.565,0
11.6,77.7,1016.1,95.3,485.75,0.574,0
4.2,28.6,1011.5,58.3,516.69,0.285,0
28.7,60.7,1025.39,91.6,458.6,0.8,1
22.2,39.6,1021.56,29.1,483.26,0.429,0
16.2,43.1,1015.49,89.1,486.41,0.598,0
20.4,45.6,1023.82,43.3,480.6,0.473,0
13.8,49.5,1021.78,71.6,496.12,0.484,0
8.9,45.7,1026.02,50.2,498.27,0.34,0
13.7,45.5,1028.03,75.1,491.17,0.506,0
14.0,63.9,992.14,93.4,483.62,0.597,0
26.3,50.8,1030.36,40.1,481.29,0.522,0
33.8,80.2,1028.04,77.0,448.85,0.816,1
13.6,67.6,1004.31,80.3,482.01,0.545,0
21.0,31.9,992.39,90.5,475.08,0.678,1
3.9,62.6,1019.24,81.0,505.22,0.396,0
24.4,52.2,1007.53,75.5,468.06,0.67,1
5.3,30.8,1021.7,77.0,515.2,0.375,0
10.0,56.7,1011.94,53.7,498.87,0.365,0
27.6,81.2,1011.96,77.7,459.7,0.73,1
15.9,74.8,1019.07,28.8,490.07,0.347,0
23.8,42.8,993.76,33.2,483.26,0.463,0
35.7,51.3,1030.16,36.2,454.82,0.661,1
13.1,61.9,1003.37,29.3,492.45,0.314,0
9.6,76.5,1025.43,48.1,490.27,0.355,0
26.1,43.0,1014.13,89.7,461.77,0.757,1
28.5,73.6,1013.49,50.2,461.58,0.626,1
27.1,77.6,1010.25,71.9,453.61,0.713,1
5.8,29.0,1021.02,26.6,514.26,0.181,0
9.5,74.7,995.63,58.5,490.45,0.396,0
15.4,28.8,1023.17,49.9,494.29,0.417,0
19.2,60.4,1018.88,47.9,478.28,0.482,0
26.9,77.9,994.14,26.3,462.54,0.511,0
25.4,43.2,1000.24,61.6,473.51,0.614,1
4.9,44.4,1020.43,41.0,505.32,0.246,0
6.3,52.0,1007.8,40.5,510.94,0.248,0
7.6,53.1,1005.19,56.2,503.96,0.339,0
4.2,66.3,1003.57,83.7,509.33,0.402,0
10.5,76.3,1006.84,30.0,497.21,0.279,0
7.6,49.7,1010.96,36.2,506.18,0.255,0
7.3,77.5,1008.24,64.3,496.47,0.383,0
30.1,69.6,1010.54,39.1,459.21,0.604,1
33.0,46.7,1001.84,62.2,456.04,0.733,1
33.5,27.0,996.26,81.4,456.67,0.814,1
16.2,26.9,994.59,42.1,493.99,0.395,0
37.0,51.1,999.3,54.3,448.43,0.76,1
32.5,76.5,1025.64,58.8,449.0,0.729,1
31.9,50.8,1028.51,81.5,455.92,0.799,1
7.0,36.9,1007.82,61.9,517.34,0.328,0
14.8,67.8,1022.37,49.9,489.88,0.42,0
5.7,56.8,1017.75,29.7,517.21,0.186,0
26.2,75.3,999.13,85.8,460.64,0.746,1
2.4,27.5,1012.31,75.9,512.67,0.345,0
2.7,55.4,1013.73,48.1,518.95,0.223,0
18.1,78.9,1015.23,91.7,472.48,0.658,1
29.1,32.6,994.54,35.2,467.43,0.56,0
32.3,54.9,992.52,93.6,446.3,0.871,1
2.5,30.0,1013.4,26.1,525.04,0.122,0
18.6,36.4,1032.75,39.7,494.92,0.41,0
26.0,37.1,1006.84,87.9,473.88,0.724,1
27.0,74.3,1003.83,50.7,456.24,0.622,1
24.8,42.9,996.06,45.1,478.7,0.53,0
24.9,73.9,1019.82,57.7,459.57,0.621,1
20.2,43.3,1020.59,79.8,481.49,0.615,1
21.1,65.2,1022.7,40.8,468.75,0.494,0
3.2,70.7,1026.55,60.6,511.19,0.294,0
25.9,81.3,1006.56,87.3,457.51,0.754,1
31.4,64.1,1016.39,62.5,455.2,0.719,1
12.0,71.7,995.67,89.2,486.24,0.554,0
16.0,46.3,1029.8,30.4,493.47,0.347,0
5.2,71.7,1022.26,38.3,501.39,0.247,0
2.6,59.4,993.64,56.7,508.99,0.277,0
18.9,27.6,1023.28,57.3,489.15,0.495,0
18.7,68.4,1020.73,66.6,481.08,0.546,0
11.4,26.6,1010.37,89.5,501.88,0.517,0
23.1,75.8,1013.57,98.9,458.13,0.769,1
3.2,74.4,1010.82,83.5,501.5,0.406,0
19.2,48.7,1014.64,42.7,488.23,0.442,0
18.6,42.8,1024.67,80.3,483.42,0.596,0
16.9,49.5,1002.42,60.0,489.27,0.484,0
18.2,39.0,1019.88,50.9,480.99,0.478,0
31.9,45.0,1002.35,38.9,464.69,0.611,1
3.5,76.3,1031.07,70.0,499.24,0.36,0
11.5,69.0,1022.97,95.5,483.89,0.578,0
30.7,29.2,1001.7,88.8,459.71,0.808,1
36.4,75.2,1010.56,88.8,429.37,0.929,1
26.8,37.9,1021.92,34.9,473.48,0.522,0
18.6,66.7,998.64,31.0,478.93,0.407,0
31.9,50.8,1003.75,61.5,453.45,0.724,1
13.0,35.2,1028.48,96.2,491.59,0.582,0
26.3,51.0,999.9,85.6,456.99,0.753,1
29.7,36.8,996.21,53.3,471.16,0.632,1
17.4,68.6,1021.91,62.2,481.44,0.515,0
22.1,50.6,1021.0,54.2,487.49,0.521,0
21.7,36.7,1001.04,42.4,483.8,0.477,0
9.5,54.5,1005.06,26.8,507.92,0.234,0
16.4,50.5,994.82,43.9,493.74,0.405,0
4.5,48.6,1025.87,56.0,508.1,0.296,0
34.8,60.3,995.21,28.4,454.79,0.62,1
31.9,72.5,1014.84,70.0,451.61,0.762,1
21.4,66.8,997.62,31.0,480.01,0.435,0
21.9,30.1,1014.52,55.5,480.43,0.538,0
19.9,76.7,998.79,78.9,468.82,0.633,1
6.0,67.3,998.43,82.0,501.39,0.43,0
17.5,78.7,1020.55,86.7,472.17,0.632,1
14.0,66.8,1011.4,41.9,487.22,0.385,0
16.3,45.3,1013.69,60.6,483.65,0.492,0
2.6,26.7,1013.84,44.4,517.11,0.212,0
10.7,74.5,992.14,91.7,479.91,0.563,0
17.5,28.0,998.88,81.0,484.57,0.584,0
26.2,50.9,1031.84,91.8,461.83,0.766,1
28.8,41.1,992.11,74.7,459.48,0.732,1
1.9,31.3,997.47,98.3,513.78,0.427,0
30.8,68.2,1026.31,79.6,449.19,0.793,1
3.1,68.0,1003.86,81.3,510.04,0.379,0
35.5,32.0,994.38,94.4,454.01,0.893,1
20.1,38.1,1000.31,47.8,484.14,0.48,0
23.8,45.6,1031.41,50.2,466.68,0.564,0
6.6,81.0,1013.89,98.1,495.25,0.514,0
17.1,43.3,1004.46,56.6,488.32,0.474,0
29.5,27.6,1003.06,28.1,470.14,0.531,0
28.8,64.2,1013.95,82.2,455.54,0.77,1
29.8,76.7,1013.9,50.5,459.94,0.644,1
31.0,46.1,1007.85,26.6,468.52,0.544,0
9.3,63.6,1002.68,92.0,500.75,0.506,0
23.9,66.2,996.7,93.8,469.43,0.734,1
29.9,52.9,1005.07,75.0,456.86,0.749,1
18.0,69.7,993.6,29.8,479.27,0.395,0
7.1,62.6,1011.51,42.8,501.31,0.285,0
12.3,49.5,1017.5,90.1,489.82,0.554,0
21.2,62.1,1019.35,53.0,477.2,0.527,0
11.3,46.5,1027.66,29.5,505.31,0.27,0
9.9,62.0,1014.49,83.4,491.2,0.498,0
7.7,74.0,999.35,93.9,491.13,0.517,0
15.1,28.9,1006.02,42.5,497.56,0.378,0
19.0,35.0,1012.5,82.0,479.01,0.616,1
32.8,70.8,1023.43,83.1,444.46,0.838,1
30.2,42.1,1022.01,67.7,455.97,0.725,1
11.2,69.8,1003.66,58.7,499.07,0.398,0
20.9,71.7,998.67,74.3,462.74,0.638,1
4.4,27.9,1024.95,31.2,522.53,0.168,0
10.4,48.6,1032.01,94.3,494.16,0.542,0
21.6,26.8,1002.19,37.4,481.84,0.459,0
19.0,72.1,1007.46,31.4,481.24,0.408,0
24.4,76.5,1027.48,60.5,468.36,0.609,1
8.8,26.9,1022.3,76.7,504.34,0.434,0
17.8,36.3,1012.79,74.7,488.11,0.555,0
21.2,46.1,1017.0,42.7,479.94,0.48,0
10.5,36.3,1022.03,98.5,497.58,0.553,0
32.5,33.1,996.95,46.4,459.03,0.659,1
22.8,72.7,1023.54,67.0,464.93,0.625,1
18.0,47.3,1002.85,81.7,474.83,0.612,1
17.1,79.5,1009.84,50.3,479.0,0.468,0
12.4,34.5,1014.66,51.1,500.42,0.378,0
16.3,39.7,1021.51,51.9,495.74,0.432,0
17.1,40.5,1010.92,94.5,477.17,0.648,1
34.1,80.3,1010.7,49.4,449.59,0.707,1
27.4,32.5,1015.98,63.4,476.56,0.637,1
23.6,60.3,1028.37,87.8,470.61,0.705,1
20.6,49.5,1003.45,72.1,479.28,0.593,0
15.1,50.0,994.17,70.2,486.25,0.511,0
25.2,32.2,994.69,89.4,468.64,0.732,1
18.2,68.1,1015.55,43.7,482.05,0.448,0
7.6,61.9,1006.29,34.2,500.83,0.257,0
35.1,26.8,1002.69,55.2,460.76,0.718,1
14.2,63.3,1023.44,34.6,493.09,0.346,0
2.7,73.5,1009.91,91.6,502.25,0.431,0
31.9,44.7,1012.77,43.7,460.71,0.639,1
7.1,72.1,1024.28,69.4,497.38,0.4,0
9.4,35.7,1015.16,60.3,499.99,0.382,0
24.9,79.9,1012.69,82.9,461.85,0.717,1
20.3,77.9,1016.21,91.7,473.64,0.679,1
2.6,74.8,999.26,74.7,507.18,0.353,0
19.3,32.3,1007.52,47.6,493.67,0.452,0
6.2,79.3,1008.73,69.9,498.27,0.39,0
15.1,70.6,1003.66,77.4,484.41,0.544,0
4.5,79.8,1024.64,72.7,504.21,0.371,0
32.4,59.8,1024.05,95.6,454.15,0.864,1
34.5,35.0,1001.77,71.0,447.68,0.801,1
25.7,41.4,1020.99,95.3,469.18,0.761,1
17.3,47.2,1016.17,85.1,483.02,0.601,1
16.7,54.7,998.48,89.2,484.43,0.608,1
21.3,36.5,994.72,55.5,480.32,0.531,0
33.7,57.2,1022.98,51.3,447.0,0.715,1
6.7,73.6,1011.68,32.7,508.3,0.226,0
32.1,67.5,1027.78,35.2,455.28,0.617,1
25.4,60.7,1012.28,92.9,453.07,0.781,1
36.1,57.3,1002.41,34.8,452.77,0.664,1
26.1,66.8,1029.09,52.6,465.25,0.602,1
24.9,65.4,1031.77,75.4,463.85,0.683,1
33.2,60.6,993.82,72.8,455.65,0.778,1
22.9,66.4,1001.76,36.7,481.12,0.472,0
24.6,71.9,1019.78,75.6,465.09,0.678,1
23.2,58.8,1027.79,71.9,476.61,0.625,1
31.3,70.3,1025.08,86.9,450.44,0.825,1
32.9,69.2,1012.58,47.5,453.61,0.678,1
34.4,69.0,992.08,26.3,457.0,0.603,1
23.7,46.1,993.94,60.1,470.49,0.595,0
27.9,52.3,999.79,75.1,454.98,0.733,1
6.8,81.0,1031.02,73.4,494.18,0.419,0
31.7,32.3,995.13,55.9,455.2,0.696,1
12.7,29.0,1007.77,96.0,495.84,0.57,0
19.0,45.9,1021.73,71.0,481.76,0.566,0
8.8,25.6,1005.35,57.9,509.15,0.349,0
2.3,53.0,1007.26,46.1,518.2,0.213,0
21.8,75.8,1000.61,31.8,472.69,0.458,0
25.4,70.1,1016.7,60.3,473.19,0.61,1
24.8,69.3,1001.86,34.9,472.77,0.503,0
18.1,79.4,995.18,35.4,474.6,0.428,0
8.5,32.9,1015.23,28.5,517.98,0.21,0
17.9,73.4,1001.21,52.2,473.77,0.495,0
12.3,64.3,1017.91,42.6,499.37,0.345,0
3.3,60.6,1014.24,52.2,510.11,0.265,0
7.1,74.2,1024.42,78.1,502.45,0.424,0
32.5,58.4,998.1,55.7,456.49,0.701,1
12.6,30.6,1008.71,41.6,499.29,0.344,0
4.4,40.1,1029.39,50.3,513.05,0.263,0
31.2,62.3,994.86,94.8,452.34,0.852,1
15.2,73.7,1025.12,77.4,486.17,0.541,0
25.1,32.8,1016.85,94.1,474.99,0.738,1
15.7,25.6,1024.59,35.8,499.6,0.353,0
25.5,27.2,1004.24,52.7,474.49,0.578,0
17.0,49.1,1024.35,51.3,489.65,0.45,0
33.7,63.0,1026.47,83.2,444.1,0.849,1
18.3,46.5,1026.84,29.8,490.88,0.376,0
4.3,64.4,1009.54,61.1,509.34,0.313,0
8.6,58.1,1016.44,31.5,506.82,0.245,0
5.1,62.4,993.14,39.6,502.95,0.247,0
28.4,54.5,1015.75,85.4,453.23,0.782,1
28.4,55.1,999.87,70.1,461.19,0.705,1
12.3,69.4,1010.71,26.1,492.29,0.293,0
3.9,77.8,1031.69,38.8,508.01,0.222,0
30.3,54.0,1023.56,49.1,463.09,0.638,1
22.0,46.8,1012.94,62.0,478.93,0.568,0
32.1,31.7,1008.04,29.0,471.02,0.562,0
20.9,36.0,1016.06,86.8,478.6,0.656,1
4.7,39.5,997.78,52.0,514.19,0.27,0
23.1,48.5,1017.01,65.7,476.19,0.6,1
2.1,71.5,999.87,66.1,509.85,0.308,0
8.8,59.6,1017.03,49.1,507.17,0.317,0
11.5,33.5,1025.56,91.8,491.6,0.549,0
34.2,51.8,1021.95,49.1,449.39,0.708,1
32.8,70.0,999.62,65.7,452.43,0.752,1
15.3,65.6,1001.8,34.5,489.06,0.366,0
19.5,43.2,1012.08,59.7,486.32,0.517,0
6.8,58.5,1013.21,81.2,498.83,0.44,0
9.4,52.2,992.67,48.3,506.43,0.321,0
33.9,66.7,1021.97,95.6,443.24,0.902,1
9.8,66.1,1030.82,31.4,500.07,0.271,0
36.1,77.3,996.65,87.6,437.04,0.907,1
2.0,52.7,1014.02,62.9,512.95,0.287,0
23.0,43.1,1003.5,81.3,469.43,0.675,1
24.7,44.9,1032.25,58.9,471.59,0.599,0
34.2,59.1,1002.6,52.7,450.58,0.72,1
15.5,39.9,1015.04,79.3,486.0,0.553,0
13.3,58.4,1009.65,73.5,484.39,0.509,0
37.0,58.0,1009.84,80.5,448.52,0.865,1
3.7,64.9,993.09,30.6,517.68,0.167,0
5.5,76.9,1013.79,61.5,503.3,0.339,0
35.1,76.2,995.69,26.9,443.27,0.64,1
27.7,67.4,1011.21,65.3,469.33,0.662,1
26.0,58.9,1002.2,36.8,469.17,0.53,0
19.1,43.9,998.41,32.1,489.26,0.396,0
34.8,48.0,994.02,62.1,449.69,0.766,1
22.7,44.3,1031.93,43.3,477.47,0.504,0
22.9,61.3,1021.07,73.2,469.54,0.641,1
31.3,63.4,999.01,80.7,451.18,0.799,1
2.1,49.0,1001.35,25.7,513.58,0.138,0
16.4,66.5,998.81,77.0,476.61,0.573,0
33.9,41.9,1014.54,62.5,452.52,0.751,1
34.6,65.9,1021.82,81.1,442.47,0.854,1
35.0,27.2,995.43,28.6,462.39,0.608,1
11.0,80.0,1013.71,54.4,490.58,0.395,0
17.0,35.8,1012.15,46.0,490.77,0.426,0
35.4,53.0,1019.18,93.8,444.65,0.909,1
4.0,74.5,1002.29,70.5,503.91,0.357,0
20.4,73.1,1027.52,52.3,477.18,0.516,0
23.3,53.4,1014.9,27.5,476.74,0.448,0
24.4,27.3,1018.0,58.2,479.19,0.578,0
4.5,26.8,1016.15,33.0,522.62,0.176,0
10.1,66.0,1021.33,89.2,493.56,0.518,0
3.2,78.0,1025.21,93.0,497.22,0.452,0
25.0,32.8,1014.89,34.6,481.97,0.485,0
21.5,76.7,1010.94,94.2,467.05,0.715,1
18.0,49.5,1010.89,32.9,488.28,0.389,0
34.9,50.9,998.73,86.4,438.28,0.887,1
12.1,28.5,1030.21,90.9,498.79,0.537,0
5.1,26.8,1001.32,61.2,516.61,0.307,0
5.4,67.5,1020.84,28.5,508.27,0.196,0
21.4,59.3,1020.69,63.9,474.38,0.578,0
25.7,74.6,998.6,84.7,458.54,0.74,1
